"Country","Score","Coefficient","Year","Region","nr.Coefficient","group.Coefficient"
"Mozambique",1.3,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Rwanda",1,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Cabo Verde",0.9,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Togo",0.9,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Ghana",0.6,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Lesotho",0.4,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Swaziland",0.4,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Gambia",0.2,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Botswana",0,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Benin",0,"Creative goods and services",2014,"Sub-Saharan_Africa",7.2,"Creative outputs"
"Seychelles",52.6,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"South Africa",23.1,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Mauritius",17.1,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Kenya",10.5,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Senegal",9.4,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Cabo Verde",6.3,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Ghana",6,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Namibia",4.8,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Swaziland",4.8,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Uganda",4.6,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Gambia",3.6,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Cameroon",3.3,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"C�te d'Ivoire",1.9,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Lesotho",1.8,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Botswana",1.6,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Mozambique",1.2,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Tanzania, United Rep.",1.2,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Malawi",1.1,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Burundi",1.1,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Niger",0.8,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Zimbabwe",0.8,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Madagascar",0.7,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Rwanda",0.6,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Nigeria",0.6,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Benin",0.5,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Togo",0.3,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Angola",0.3,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Sudan",0.2,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Burkina Faso",0.1,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Mali",0.1,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Ethiopia",0.1,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Zambia",0.1,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Guinea",0.1,"Online creativiy",2014,"Sub-Saharan_Africa",7.3,"Creative outputs"
"Mauritius",76.2,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Botswana",69.6,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Seychelles",67.3,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Namibia",66.9,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Cabo Verde",64.4,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"South Africa",57.9,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Ghana",51.9,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Rwanda",51.7,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Lesotho",51.6,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Zambia",51.2,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Senegal",45.2,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Gambia",42.5,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Malawi",42.4,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Tanzania, United Republic of",41.8,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Swaziland",41.4,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Mozambique",40.7,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Burkina Faso",35.1,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Cameroon",34.7,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Uganda",34.5,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Kenya",32,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Angola",31.2,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Togo",29,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Zimbabwe",28.9,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Madagascar",28.8,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Ethiopia",28.5,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Niger",27.2,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"C�te d'Ivoire",25.8,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Burundi",22.2,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Mali",20.6,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Guinea",19.8,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Nigeria",13.4,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Sudan",4.9,"Political environment",2015,"Sub-Saharan_Africa",1.1,"Institutions"
"Mauritius",83.5,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"South Africa",76.1,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Namibia",74.3,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Uganda",69.3,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Botswana",68.6,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Seychelles",68.3,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Rwanda",68.2,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Tanzania, United Republic of",66.9,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Burkina Faso",66.8,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Kenya",66.6,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Senegal",65,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Lesotho",62.9,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Swaziland",62.1,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Mali",60,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Malawi",59.5,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Madagascar",59.2,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Niger",58.9,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"C�te d'Ivoire",57.8,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Guinea",57.7,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Togo",55.8,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Cabo Verde",55,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Nigeria",54.1,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Burundi",53.2,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Ethiopia",51.1,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Gambia",49.7,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Cameroon",49,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Sudan",38.1,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Mozambique",36.2,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Angola",35.5,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Ghana",33.7,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Zambia",26.6,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Zimbabwe",1.5,"Regulatory environment",2015,"Sub-Saharan_Africa",1.2,"Institutions"
"Mauritius",82.4,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"South Africa",80.9,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Seychelles",70.4,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Rwanda",69.7,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Botswana",68.8,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Zambia",68.7,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Madagascar",68.1,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Swaziland",65,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Burundi",63.9,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Mozambique",63.5,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Lesotho",63.4,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Namibia",62.6,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Ethiopia",59.8,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Kenya",59.6,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Tanzania, United Republic of",59.6,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"C�te d'Ivoire",59.6,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Ghana",59.2,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Uganda",59,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Togo",56.7,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Burkina Faso",55.1,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Mali",54.5,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Sudan",54.5,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Cabo Verde",53.4,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Malawi",53,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Senegal",52.6,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Nigeria",50,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Cameroon",49.7,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Gambia",49.4,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Niger",49.2,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Zimbabwe",47.4,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Guinea",40.4,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Angola",39,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Gabon",0,"Business environment",2015,"Sub-Saharan_Africa",1.3,"Institutions"
"Lesotho",63,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Botswana",56,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Mozambique",51.4,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Swaziland",51.1,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Ghana",47,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Mauritius",43.8,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"South Africa",42.1,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Rwanda",41.4,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Namibia",41,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Cabo Verde",40.4,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Seychelles",36.2,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Burundi",35.9,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Angola",34.9,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Mali",34.9,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"C�te d'Ivoire",34.7,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Togo",32,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Zimbabwe",31.9,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Malawi",31.9,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Senegal",31.6,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Kenya",31.2,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Tanzania, United Republic of",31.1,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Uganda",30.5,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Cameroon",29.7,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Niger",27.3,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Nigeria",24.5,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Madagascar",22.5,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Burkina Faso",22.2,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Gambia",21.2,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Sudan",17.2,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Guinea",16.9,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Ethiopia",15.7,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Zambia",9.9,"Education",2015,"Sub-Saharan_Africa",2.1,"Human capital and research"
"Seychelles",33.6,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Sudan",24.7,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Zimbabwe",24.6,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Cameroon",24.5,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Rwanda",24.3,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Mauritius",23.5,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Burkina Faso",23.3,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Madagascar",22.5,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Uganda",19.9,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Ethiopia",19.4,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Ghana",18.7,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Swaziland",17.3,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"South Africa",17.1,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Burundi",14.9,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Lesotho",13.8,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"C�te d'Ivoire",12.9,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Namibia",12.7,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Cabo Verde",11.5,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Mozambique",8.3,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Nigeria",8.3,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Botswana",8.1,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Niger",7.8,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Togo",7,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Guinea",5.9,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Senegal",5.9,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Angola",5.8,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Mali",4,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Kenya",2.8,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Tanzania, United Republic of",2.7,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"Malawi",2.4,"Tertiary education",2015,"Sub-Saharan_Africa",2.2,"Human capital and research"
"South Africa",22.9,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Kenya",10.1,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Botswana",6.2,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Senegal",5.6,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Mali",5.3,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Tanzania, United Republic of",5.1,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Ethiopia",5,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Uganda",4.5,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Ghana",3.8,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Mozambique",3.7,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Sudan",3.4,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Seychelles",2.9,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Zambia",2.8,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Mauritius",2,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Nigeria",1.8,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Togo",1.8,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
"Burkina Faso",1.7,"Research and development (R&D)",2015,"Sub-Saharan_Africa",2.3,"Human capital and research"
